sst,u10,hsig,time,latitude,longitude
290.94675,1.6860273,1.4700141,1940-04-01 12:00:00,35.9,-41.1
290.95114,2.7583632,1.5963707,1940-04-02 12:00:00,35.9,-41.1
290.95575,1.1079469,2.1495588,1940-04-03 12:00:00,35.9,-41.1
290.96198,3.506577,3.46692,1940-04-04 12:00:00,35.9,-41.1
290.9693,6.0057964,2.342613,1940-04-05 12:00:00,35.9,-41.1
290.9774,2.7391148,1.9764466,1940-04-06 12:00:00,35.9,-41.1
290.9873,3.2755933,1.8755622,1940-04-07 12:00:00,35.9,-41.1
290.99774,6.774501,2.2350254,1940-04-08 12:00:00,35.9,-41.1
291.01114,6.721722,3.6457298,1940-04-09 12:00:00,35.9,-41.1
291.0271,-0.7399235,2.9383667,1940-04-10 12:00:00,35.9,-41.1
291.04416,2.3777368,2.1220753,1940-04-11 12:00:00,35.9,-41.1
291.06454,-3.4136229,1.9167876,1940-04-12 12:00:00,35.9,-41.1
291.0869,-4.91688,1.6608901,1940-04-13 12:00:00,35.9,-41.1
291.11353,-5.1385503,1.4520831,1940-04-14 12:00:00,35.9,-41.1
291.14178,-5.347181,1.5382199,1940-04-15 12:00:00,35.9,-41.1
291.17407,-1.5409155,1.4406872,1940-04-16 12:00:00,35.9,-41.1
291.2034,8.176548,1.8118811,1940-04-17 12:00:00,35.9,-41.1
291.22964,2.6757805,2.2447453,1940-04-18 12:00:00,35.9,-41.1
291.2546,5.200458,2.957806,1940-04-19 12:00:00,35.9,-41.1
291.27808,10.740343,3.8463254,1940-04-20 12:00:00,35.9,-41.1
291.29865,8.604985,3.0233307,1940-04-21 12:00:00,35.9,-41.1
291.31845,0.95333683,2.3521652,1940-04-22 12:00:00,35.9,-41.1
291.3379,6.6981273,2.8854108,1940-04-23 12:00:00,35.9,-41.1
291.35623,7.8729157,2.7965925,1940-04-24 12:00:00,35.9,-41.1
291.3742,9.317185,4.0209455,1940-04-25 12:00:00,35.9,-41.1
291.3924,8.346681,3.1553853,1940-04-26 12:00:00,35.9,-41.1
291.41074,3.9784794,2.0423064,1940-04-27 12:00:00,35.9,-41.1
291.42963,-3.2304502,1.7217221,1940-04-28 12:00:00,35.9,-41.1
291.44998,4.754635,2.1627977,1940-04-29 12:00:00,35.9,-41.1
291.47165,1.6140001,1.6205025,1940-04-30 12:00:00,35.9,-41.1
291.49457,1.590405,1.5784397,1940-05-01 12:00:00,35.9,-41.1
291.5188,3.5500417,2.0619135,1940-05-02 12:00:00,35.9,-41.1
291.54538,2.6819897,2.0820231,1940-05-03 12:00:00,35.9,-41.1
291.5751,-4.581581,2.4946098,1940-05-04 12:00:00,35.9,-41.1
291.60684,-3.796733,2.5981755,1940-05-05 12:00:00,35.9,-41.1
291.6419,-4.3083744,2.5180714,1940-05-06 12:00:00,35.9,-41.1
291.68024,-2.84734,2.086883,1940-05-07 12:00:00,35.9,-41.1
291.72153,-1.9525881,1.4728632,1940-05-08 12:00:00,35.9,-41.1
291.76685,-1.2081003,1.1326718,1940-05-09 12:00:00,35.9,-41.1
291.81564,1.7325966,1.1015015,1940-05-10 12:00:00,35.9,-41.1
291.86993,1.180595,1.3114815,1940-05-11 12:00:00,35.9,-41.1
291.92847,-2.930544,1.2741108,1940-05-12 12:00:00,35.9,-41.1
291.9925,-5.016849,1.0835705,1940-05-13 12:00:00,35.9,-41.1
292.06036,-4.575372,1.0381556,1940-05-14 12:00:00,35.9,-41.1
292.13358,-0.70577264,1.1016693,1940-05-15 12:00:00,35.9,-41.1
292.2119,5.708995,1.1800976,1940-05-16 12:00:00,35.9,-41.1
292.2855,0.8217008,1.4081764,1940-05-17 12:00:00,35.9,-41.1
292.35446,1.4538016,2.565497,1940-05-18 12:00:00,35.9,-41.1
292.41812,-1.1379359,2.8627872,1940-05-19 12:00:00,35.9,-41.1
292.47757,4.340478,2.2263112,1940-05-20 12:00:00,35.9,-41.1
292.5328,10.246088,2.313454,1940-05-21 12:00:00,35.9,-41.1
292.58527,6.02815,2.2658606,1940-05-22 12:00:00,35.9,-41.1
292.63297,8.785674,2.692189,1940-05-23 12:00:00,35.9,-41.1
292.67828,7.722031,3.1604128,1940-05-24 12:00:00,35.9,-41.1
292.72122,5.6220655,3.5188704,1940-05-25 12:00:00,35.9,-41.1
292.7612,1.5618424,2.188773,1940-05-26 12:00:00,35.9,-41.1
292.79974,0.113226414,1.4472232,1940-05-27 12:00:00,35.9,-41.1
292.8366,1.337068,1.1137352,1940-05-28 12:00:00,35.9,-41.1
292.87183,0.93905556,0.7785711,1940-05-29 12:00:00,35.9,-41.1
292.90652,0.4479046,0.8283429,1940-05-30 12:00:00,35.9,-41.1
292.94064,4.57705,1.1117239,1940-05-31 12:00:00,35.9,-41.1
292.97458,-3.780589,1.9303617,1940-06-01 12:00:00,35.9,-41.1
293.0098,-2.95476,1.5155964,1940-06-02 12:00:00,35.9,-41.1
293.0439,-2.2059255,1.1041827,1940-06-03 12:00:00,35.9,-41.1
293.08026,2.2007735,0.9233618,1940-06-04 12:00:00,35.9,-41.1
293.1184,8.799955,2.1857564,1940-06-05 12:00:00,35.9,-41.1
293.15805,6.026287,1.446888,1940-06-06 12:00:00,35.9,-41.1
293.19968,1.7220409,1.4973302,1940-06-07 12:00:00,35.9,-41.1
293.2437,0.10142875,1.2342262,1940-06-08 12:00:00,35.9,-41.1
293.2914,1.2147459,1.3263965,1940-06-09 12:00:00,35.9,-41.1
293.34222,0.9359509,1.3451657,1940-06-10 12:00:00,35.9,-41.1
293.39728,-2.0382757,1.6712799,1940-06-11 12:00:00,35.9,-41.1
293.45636,0.05485964,1.3951049,1940-06-12 12:00:00,35.9,-41.1
293.51984,3.636971,1.242773,1940-06-13 12:00:00,35.9,-41.1
293.58844,4.1132197,0.9004035,1940-06-14 12:00:00,35.9,-41.1
293.66293,3.5841925,0.7616453,1940-06-15 12:00:00,35.9,-41.1
293.7475,2.0250518,0.90191174,1940-06-16 12:00:00,35.9,-41.1
293.84348,1.4165462,1.0939603,1940-06-17 12:00:00,35.9,-41.1
293.9473,1.8574023,1.023241,1940-06-18 12:00:00,35.9,-41.1
294.0605,2.663362,1.0163698,1940-06-19 12:00:00,35.9,-41.1
294.18213,4.521167,0.99307585,1940-06-20 12:00:00,35.9,-41.1
294.3111,2.7912724,0.8781147,1940-06-21 12:00:00,35.9,-41.1
294.44742,2.3324094,0.6889148,1940-06-22 12:00:00,35.9,-41.1
294.58887,1.9232204,0.7169013,1940-06-23 12:00:00,35.9,-41.1
294.73584,0.5348339,0.816277,1940-06-24 12:00:00,35.9,-41.1
294.8879,-0.23883772,1.7781973,1940-06-25 12:00:00,35.9,-41.1
295.0444,3.6816776,1.942595,1940-06-26 12:00:00,35.9,-41.1
295.20404,3.5165117,1.7584224,1940-06-27 12:00:00,35.9,-41.1
295.36548,2.0430586,1.8319912,1940-06-28 12:00:00,35.9,-41.1
295.52838,2.5491118,1.3882341,1940-06-29 12:00:00,35.9,-41.1
295.69333,2.2672124,1.340138,1940-06-30 12:00:00,35.9,-41.1
295.85864,-2.823124,1.171886,1940-07-01 12:00:00,35.9,-41.1
296.0241,-6.6511216,1.3676214,1940-07-02 12:00:00,35.9,-41.1
296.18704,-6.867824,1.6173186,1940-07-03 12:00:00,35.9,-41.1
296.34848,-6.3176856,1.3563938,1940-07-04 12:00:00,35.9,-41.1
296.50754,-6.6293893,1.1727238,1940-07-05 12:00:00,35.9,-41.1
296.66312,-4.949168,0.9691119,1940-07-06 12:00:00,35.9,-41.1
296.81503,-4.5076914,1.0247493,1940-07-07 12:00:00,35.9,-41.1
296.9607,-0.6163595,0.9600625,1940-07-08 12:00:00,35.9,-41.1
297.1005,-1.096334,0.80823326,1940-07-09 12:00:00,35.9,-41.1
297.23462,0.5776777,0.9484992,1940-07-10 12:00:00,35.9,-41.1
297.36084,1.9145274,1.0063152,1940-07-11 12:00:00,35.9,-41.1
297.4797,1.0390244,0.8313594,1940-07-12 12:00:00,35.9,-41.1
297.58868,0.13744235,0.70885706,1940-07-13 12:00:00,35.9,-41.1
297.68777,-0.29099512,0.6681347,1940-07-14 12:00:00,35.9,-41.1
297.77618,-0.7008052,0.63763475,1940-07-15 12:00:00,35.9,-41.1
297.85785,-1.5353274,0.71304655,1940-07-16 12:00:00,35.9,-41.1
297.93417,-3.2434897,0.91598845,1940-07-17 12:00:00,35.9,-41.1
298.00223,-1.7836971,0.94782877,1940-07-18 12:00:00,35.9,-41.1
298.06424,-0.9696653,0.8638706,1940-07-19 12:00:00,35.9,-41.1
298.12036,1.5618424,0.7236042,1940-07-20 12:00:00,35.9,-41.1
298.17047,5.365003,1.0235758,1940-07-21 12:00:00,35.9,-41.1
298.21503,4.808034,1.3433223,1940-07-22 12:00:00,35.9,-41.1
298.25467,6.9229016,1.8826008,1940-07-23 12:00:00,35.9,-41.1
298.28824,7.9803357,2.1532454,1940-07-24 12:00:00,35.9,-41.1
298.3176,6.550968,1.77384,1940-07-25 12:00:00,35.9,-41.1
298.342,5.782885,1.4482284,1940-07-26 12:00:00,35.9,-41.1
298.36237,6.2628593,1.3098059,1940-07-27 12:00:00,35.9,-41.1
298.37814,1.8071074,1.1286497,1940-07-28 12:00:00,35.9,-41.1
298.3908,0.81983805,1.106194,1940-07-29 12:00:00,35.9,-41.1
298.3996,5.142712,1.0691581,1940-07-30 12:00:00,35.9,-41.1
298.4053,1.418409,0.94531536,1940-07-31 12:00:00,35.9,-41.1
298.40768,-5.571955,0.9510131,1940-08-01 12:00:00,35.9,-41.1
298.40805,-6.3803983,1.1118917,1940-08-02 12:00:00,35.9,-41.1
298.4053,-0.0134420395,1.0641308,1940-08-03 12:00:00,35.9,-41.1
298.40106,-0.7852509,1.0324578,1940-08-04 12:00:00,35.9,-41.1
298.39502,-2.9460669,1.2154574,1940-08-05 12:00:00,35.9,-41.1
298.3877,-2.2493901,1.1784215,1940-08-06 12:00:00,35.9,-41.1
298.3798,-2.3089986,1.0056448,1940-08-07 12:00:00,35.9,-41.1
298.3708,-3.4974475,0.8730874,1940-08-08 12:00:00,35.9,-41.1
298.36273,-1.6806235,0.73751354,1940-08-09 12:00:00,35.9,-41.1
298.35355,-4.781519,0.7480712,1940-08-10 12:00:00,35.9,-41.1
298.34604,-1.0609412,0.6374674,1940-08-11 12:00:00,35.9,-41.1
298.33868,4.7329025,0.7671757,1940-08-12 12:00:00,35.9,-41.1
298.33282,6.978785,1.1025071,1940-08-13 12:00:00,35.9,-41.1
298.32916,4.284595,0.988719,1940-08-14 12:00:00,35.9,-41.1
298.32788,2.0840397,0.9786639,1940-08-15 12:00:00,35.9,-41.1
298.32935,3.1327806,1.3163414,1940-08-16 12:00:00,35.9,-41.1
298.33392,4.2541695,2.0498476,1940-08-17 12:00:00,35.9,-41.1
298.34384,3.7481165,1.710494,1940-08-18 12:00:00,35.9,-41.1
298.35724,0.33551717,1.0758615,1940-08-19 12:00:00,35.9,-41.1
298.37503,-1.5427785,1.0983176,1940-08-20 12:00:00,35.9,-41.1
298.39484,-0.41704273,0.9900594,1940-08-21 12:00:00,35.9,-41.1
298.41815,-0.9876721,0.83236504,1940-08-22 12:00:00,35.9,-41.1
298.44437,-0.6262944,0.79382133,1940-08-23 12:00:00,35.9,-41.1
298.47153,2.827286,0.83219767,1940-08-24 12:00:00,35.9,-41.1
298.5007,-3.5465007,1.1013341,1940-08-25 12:00:00,35.9,-41.1
298.53006,0.58823335,1.1387048,1940-08-26 12:00:00,35.9,-41.1
298.56033,1.3140937,1.0078235,1940-08-27 12:00:00,35.9,-41.1
298.5908,-0.17736602,1.0056448,1940-08-28 12:00:00,35.9,-41.1
298.62143,1.1843206,0.9050956,1940-08-29 12:00:00,35.9,-41.1
298.6502,2.3541417,1.1268063,1940-08-30 12:00:00,35.9,-41.1
298.67792,-10.498989,2.5763898,1940-08-31 12:00:00,35.9,-41.1
298.70526,-7.6936536,1.840035,1940-09-01 12:00:00,35.9,-41.1
298.73,1.0141873,1.5098987,1940-09-02 12:00:00,35.9,-41.1
298.75168,-1.7445788,1.0079908,1940-09-03 12:00:00,35.9,-41.1
298.77075,-0.08422756,0.9277191,1940-09-04 12:00:00,35.9,-41.1
298.7856,1.6742297,1.1031775,1940-09-05 12:00:00,35.9,-41.1
298.79755,-0.8380294,0.94581795,1940-09-06 12:00:00,35.9,-41.1
298.80487,-1.5881057,0.7210908,1940-09-07 12:00:00,35.9,-41.1
298.80762,-2.5176291,0.7091923,1940-09-08 12:00:00,35.9,-41.1
298.80396,-2.3512216,0.77270603,1940-09-09 12:00:00,35.9,-41.1
298.79498,-0.3512249,1.0552487,1940-09-10 12:00:00,35.9,-41.1
298.7803,-1.7470622,1.5832996,1940-09-11 12:00:00,35.9,-41.1
298.75827,-1.6775188,1.8780761,1940-09-12 12:00:00,35.9,-41.1
298.7289,-2.1134076,1.9722571,1940-09-13 12:00:00,35.9,-41.1
298.6924,-2.0413804,1.4636459,1940-09-14 12:00:00,35.9,-41.1
298.64618,1.0800053,1.1913257,1940-09-15 12:00:00,35.9,-41.1
298.5928,3.384255,1.2109327,1940-09-16 12:00:00,35.9,-41.1
298.52933,-5.6048646,1.8019938,1940-09-17 12:00:00,35.9,-41.1
298.45703,-2.8889418,1.7825541,1940-09-18 12:00:00,35.9,-41.1
298.38824,5.6152353,1.5821266,1940-09-19 12:00:00,35.9,-41.1
298.3244,1.851814,1.7173648,1940-09-20 12:00:00,35.9,-41.1
298.26752,-0.07180905,1.4380059,1940-09-21 12:00:00,35.9,-41.1
298.2143,6.003313,1.5414042,1940-09-22 12:00:00,35.9,-41.1
298.16678,5.1731377,1.4799013,1940-09-23 12:00:00,35.9,-41.1
298.1224,3.2240565,1.273273,1940-09-24 12:00:00,35.9,-41.1
298.08185,-1.9656277,1.1593175,1940-09-25 12:00:00,35.9,-41.1
298.04517,-2.8436146,1.358572,1940-09-26 12:00:00,35.9,-41.1
298.01047,0.7844454,1.8147302,1940-09-27 12:00:00,35.9,-41.1
297.97873,-1.2174141,1.9679,1940-09-28 12:00:00,35.9,-41.1
297.9492,-0.16060114,1.4837561,1940-09-29 12:00:00,35.9,-41.1
297.9206,-3.355256,1.4237614,1940-09-30 12:00:00,35.9,-41.1
297.89252,-1.8519988,1.4968271,1940-10-01 12:00:00,35.9,-41.1
297.86627,2.5205493,1.3547177,1940-10-02 12:00:00,35.9,-41.1
297.83966,3.2172263,1.1289849,1940-10-03 12:00:00,35.9,-41.1
297.81235,4.4659047,1.1904874,1940-10-04 12:00:00,35.9,-41.1
297.78372,4.356622,1.3800225,1940-10-05 12:00:00,35.9,-41.1
297.7551,3.793444,1.7781973,1940-10-06 12:00:00,35.9,-41.1
297.72482,5.4910507,1.8469057,1940-10-07 12:00:00,35.9,-41.1
297.69217,-2.0885706,1.7947879,1940-10-08 12:00:00,35.9,-41.1
297.65677,-12.827454,2.896136,1940-10-09 12:00:00,35.9,-41.1
297.61768,-4.266152,2.0454903,1940-10-10 12:00:00,35.9,-41.1
297.57715,4.07286,1.8420458,1940-10-11 12:00:00,35.9,-41.1
297.53146,0.7099345,1.4049926,1940-10-12 12:00:00,35.9,-41.1
297.48267,1.2240597,1.4073386,1940-10-13 12:00:00,35.9,-41.1
297.42816,-0.42263126,1.566709,1940-10-14 12:00:00,35.9,-41.1
297.36945,2.5130982,1.2856741,1940-10-15 12:00:00,35.9,-41.1
297.3056,-1.8327498,0.9845295,1940-10-16 12:00:00,35.9,-41.1
297.23553,4.9825134,1.4128685,1940-10-17 12:00:00,35.9,-41.1
297.16086,-4.4561543,1.9479575,1940-10-18 12:00:00,35.9,-41.1
297.08527,5.037155,2.3528357,1940-10-19 12:00:00,35.9,-41.1
297.0115,4.1486125,2.1716795,1940-10-20 12:00:00,35.9,-41.1
296.93906,0.2951572,1.9829824,1940-10-21 12:00:00,35.9,-41.1
296.86694,0.52427816,1.5174398,1940-10-22 12:00:00,35.9,-41.1
296.7967,8.752766,2.0952623,1940-10-23 12:00:00,35.9,-41.1
296.72733,0.60499835,2.2834566,1940-10-24 12:00:00,35.9,-41.1
296.6589,-3.222999,2.8545756,1940-10-25 12:00:00,35.9,-41.1
296.59158,-6.2413116,2.079677,1940-10-26 12:00:00,35.9,-41.1
296.52533,6.718618,3.0229955,1940-10-27 12:00:00,35.9,-41.1
296.45947,4.7242093,1.8908124,1940-10-28 12:00:00,35.9,-41.1
296.39453,7.397288,1.874054,1940-10-29 12:00:00,35.9,-41.1
296.33105,9.27993,2.678112,1940-10-30 12:00:00,35.9,-41.1
296.26813,4.847152,2.805977,1940-10-31 12:00:00,35.9,-41.1
296.20557,0.6639861,2.6077275,1940-11-01 12:00:00,35.9,-41.1
296.14447,6.325573,3.151866,1940-11-02 12:00:00,35.9,-41.1
296.08356,0.079075575,2.8870866,1940-11-03 12:00:00,35.9,-41.1
296.02338,-6.3841243,2.386687,1940-11-04 12:00:00,35.9,-41.1
295.9641,1.147686,1.8872929,1940-11-05 12:00:00,35.9,-41.1
295.90524,1.8108331,1.8519335,1940-11-06 12:00:00,35.9,-41.1
295.8467,-2.24256,2.0168338,1940-11-07 12:00:00,35.9,-41.1
295.7891,-3.2720523,1.5036979,1940-11-08 12:00:00,35.9,-41.1
295.7311,-2.4809947,2.1272702,1940-11-09 12:00:00,35.9,-41.1
295.67426,2.4926078,2.890103,1940-11-10 12:00:00,35.9,-41.1
295.6172,2.8577113,2.6090682,1940-11-11 12:00:00,35.9,-41.1
295.5603,-1.7222257,2.841169,1940-11-12 12:00:00,35.9,-41.1
295.50418,-10.736803,4.040888,1940-11-13 12:00:00,35.9,-41.1
295.44748,-5.691794,3.222753,1940-11-14 12:00:00,35.9,-41.1
295.3908,-1.6458516,2.094927,1940-11-15 12:00:00,35.9,-41.1
295.33447,2.400711,1.3460035,1940-11-16 12:00:00,35.9,-41.1
295.2776,3.8319411,1.4624729,1940-11-17 12:00:00,35.9,-41.1
295.21762,4.8626757,1.6970878,1940-11-18 12:00:00,35.9,-41.1
295.1543,8.697503,2.4574068,1940-11-19 12:00:00,35.9,-41.1
295.0879,8.0505,3.070924,1940-11-20 12:00:00,35.9,-41.1
295.01947,-4.023991,3.0895255,1940-11-21 12:00:00,35.9,-41.1
294.9479,-2.7318482,2.0196826,1940-11-22 12:00:00,35.9,-41.1
294.87454,-9.073967,2.1435258,1940-11-23 12:00:00,35.9,-41.1
294.79932,6.5950537,2.137493,1940-11-24 12:00:00,35.9,-41.1
294.72244,-8.649876,3.0110972,1940-11-25 12:00:00,35.9,-41.1
294.6443,4.8856497,2.6027002,1940-11-26 12:00:00,35.9,-41.1
294.5654,9.298557,2.36222,1940-11-27 12:00:00,35.9,-41.1
294.4854,-3.501173,3.675392,1940-11-28 12:00:00,35.9,-41.1
294.40485,2.9129734,2.3018906,1940-11-29 12:00:00,35.9,-41.1
294.32376,0.5199318,2.2678716,1940-11-30 12:00:00,35.9,-41.1
294.24396,3.399157,2.1989954,1940-12-01 12:00:00,35.9,-41.1
294.1627,1.1365094,1.776689,1940-12-02 12:00:00,35.9,-41.1
294.08325,4.0741014,1.7295985,1940-12-03 12:00:00,35.9,-41.1
294.004,0.25169253,1.7808785,1940-12-04 12:00:00,35.9,-41.1
293.92603,-3.713529,1.6176538,1940-12-05 12:00:00,35.9,-41.1
293.85007,-3.577547,1.4569426,1940-12-06 12:00:00,35.9,-41.1
293.77466,0.09956598,1.8433867,1940-12-07 12:00:00,35.9,-41.1
293.70218,-3.59307,1.5868187,1940-12-08 12:00:00,35.9,-41.1
293.63156,-3.5117288,2.6623592,1940-12-09 12:00:00,35.9,-41.1
293.56277,-4.159353,2.190784,1940-12-10 12:00:00,35.9,-41.1
293.49707,3.9014847,1.6255302,1940-12-11 12:00:00,35.9,-41.1
293.43488,2.7329054,2.1111825,1940-12-12 12:00:00,35.9,-41.1
293.376,-0.84423876,2.8297737,1940-12-13 12:00:00,35.9,-41.1
293.32004,2.2051198,2.649288,1940-12-14 12:00:00,35.9,-41.1
293.26813,7.4084644,2.371102,1940-12-15 12:00:00,35.9,-41.1
293.22098,-4.1866736,2.908202,1940-12-16 12:00:00,35.9,-41.1
293.17694,5.0427437,4.780092,1940-12-17 12:00:00,35.9,-41.1
293.13144,4.4038124,3.1196902,1940-12-18 12:00:00,35.9,-41.1
293.08447,1.254485,3.1639318,1940-12-19 12:00:00,35.9,-41.1
293.03586,8.981266,2.789889,1940-12-20 12:00:00,35.9,-41.1
292.9856,1.8052447,4.77188,1940-12-21 12:00:00,35.9,-41.1
292.93402,3.6338663,2.3064153,1940-12-22 12:00:00,35.9,-41.1
292.88156,4.904898,3.7905207,1940-12-23 12:00:00,35.9,-41.1
292.82855,-3.6216326,3.0685778,1940-12-24 12:00:00,35.9,-41.1
292.77423,16.4218,6.309947,1940-12-25 12:00:00,35.9,-41.1
292.7203,12.965736,6.1016426,1940-12-26 12:00:00,35.9,-41.1
